City,Amsterdam,Vienna,Salzburg,Brussels,Antwerp,Sofia,Zagreb,Prague,Copenhagen,Tallinn,Helsinki,Paris,Lyon,Lille,Montpellier,Athens,Budapest,Reykjavik,Dublin,Milan,Rome,Naples,Turin,Venice,Riga,Vilnius,Luxembourg,Skopje,Rotterdam,Eindhoven,Oslo,Warsaw,Lisbon,Bucharest,Cluj-Napoca,Belgrade,Bratislava,Ljubljana,Madrid,Valencia,Seville,Bilbao,Stockholm,Zurich,Sarajevo,Istanbul,London,Munich,Bremen,Nuremberg
Helsinki,30.7,29.41,33.21,34.91,33.28,40.55,35.81,26.5,19.26,2.52,0.0,40.24,41.16,35.89,48.58,49.52,30.27,48.24,41.07,39.96,44.82,45.85,41.45,37.96,9.07,13.48,34.77,43.06,33.28,32.29,15.7,18.66,67.13,35.98,31.57,36.59,28.91,34.16,59.58,58.9,67.17,53.95,8.29,36.78,39.39,43.06,35.88,32.55,26.18,30.61
Paris,9.98,21.02,16.84,5.38,7.35,35.85,22.64,18.23,21.01,38.1,40.24,0.0,6.43,4.73,11.35,40.98,25.85,45.6,16.01,12.75,19.63,23.59,10.26,16.86,35.12,35.01,6.37,34.15,7.35,8.04,29.41,28.78,26.98,38.36,32.39,29.42,22.52,20.4,19.7,20.48,27.28,13.72,32.52,9.38,27.53,45.76,9.44,13.53,14.13,13.58
Lyon,13.48,17.43,12.57,9.11,11.34,30.38,17.46,16.23,22.54,38.83,41.16,6.43,0.0,9.48,7.46,34.91,21.74,51.78,22.43,6.69,13.22,17.2,3.87,11.25,34.83,33.85,6.91,28.33,11.34,11.24,32.46,27.09,27.96,33.57,28.04,24.22,18.91,15.6,18.82,17.77,26.27,14.48,34.07,5.16,21.87,40.53,15.36,10.23,16.33,11.32
Lille,5.31,19.66,16.33,1.43,2.66,35.86,22.67,15.88,16.65,33.82,35.89,4.73,9.48,0.0,15.73,41.87,24.71,42.53,14.27,14.46,21.86,25.59,12.77,17.67,31.27,31.59,4.92,34.68,2.66,3.64,24.68,25.78,31.24,37.56,31.28,29.24,21.09,20.13,24.39,25.18,31.95,18.25,28.02,10.04,27.95,45.36,6.18,12.61,9.71,11.88
Montpellier,20.45,23.31,18.23,15.81,18.04,33.14,21.47,23.13,30.0,46.23,48.58,11.35,7.46,15.73,0.0,35.87,26.91,56.32,26.19,10.69,13.44,17.28,7.87,15.22,42.03,40.75,14.27,30.34,18.04,18.24,39.74,33.85,22.22,37.44,32.67,27.75,24.7,20.36,12.14,10.33,19.26,9.86,41.53,11.99,24.62,43.48,20.73,16.87,23.68,18.36
Athens,42.29,25.22,26.1,40.66,41.97,8.99,19.64,30.59,41.71,47.21,49.52,40.98,34.91,41.87,35.87,0.0,21.28,82.46,56.13,28.27,22.5,18.59,31.11,24.26,40.48,36.09,36.98,7.58,41.97,40.85,52.32,31.62,56.03,14.41,17.98,14.41,24.52,22.37,45.47,40.41,49.78,45.63,47.75,31.95,14.11,12.39,47.85,29.83,40.99,31.44
Budapest,23.26,5.08,9.19,23.29,23.82,12.93,6.49,10.04,20.5,27.78,30.27,25.85,21.74,24.71,26.91,21.28,0.0,61.98,38.31,16.23,17.03,16.6,19.24,11.81,21.39,17.9,20.03,13.86,23.82,22.47,31.06,11.6,49.08,12.92,6.58,6.92,3.78,6.58,38.99,35.9,45.68,35.96,27.0,16.85,9.13,21.02,29.81,12.35,20.8,12.83
Reykjavik,40.54,57.42,56.52,43.34,41.49,74.85,62.88,52.07,42.06,48.44,48.24,45.6,51.78,42.53,56.32,82.46,61.98,0.0,30.19,56.88,64.35,67.95,55.28,59.39,52.35,56.24,46.83,74.9,41.49,42.33,34.53,55.41,58.41,73.98,67.53,68.36,58.35,60.14,58.92,62.72,64.42,52.54,42.56,52.24,68.41,82.36,36.44,52.93,41.48,51.12
Dublin,15.2,33.24,30.45,15.51,14.53,50.0,36.87,28.68,24.13,39.64,41.07,16.01,22.43,14.27,26.19,56.13,38.31,30.19,0.0,28.4,35.57,39.46,26.21,31.91,39.4,41.17,19.17,48.94,14.53,15.85,26.18,36.79,31.8,51.22,44.79,43.34,34.57,34.28,29.57,32.8,35.99,22.92,32.8,24.24,42.2,59.24,8.51,26.69,18.9,25.59
Milan,16.81,12.75,7.69,13.55,15.43,23.76,11.12,13.55,22.88,37.5,39.96,12.75,6.69,14.46,10.69,28.27,16.23,56.88,28.4,0.0,7.49,11.13,3.18,4.77,32.58,30.77,10.09,21.65,15.43,14.76,33.82,23.75,32.85,27.29,22.14,17.76,14.08,9.71,22.8,20.17,29.71,19.89,33.77,4.76,15.22,33.98,20.63,7.42,18.04,9.5
Rome,24.26,15.64,11.68,21.02,22.92,20.02,10.57,18.57,29.25,42.31,44.82,19.63,13.22,21.86,13.44,22.5,17.03,64.35,35.57,7.49,0.0,4.05,9.38,6.94,36.7,34.08,17.58,16.97,22.92,22.24,40.45,27.15,34.75,25.02,21.35,15.45,16.5,11.08,24.14,19.95,29.88,23.28,39.45,12.22,11.81,30.32,28.03,13.48,25.13,15.73
Naples,27.61,16.45,13.48,24.66,26.46,16.97,10.25,20.29,31.5,43.33,45.85,23.59,17.2,25.59,17.28,18.59,16.6,67.95,39.46,11.13,4.05,0.0,13.34,9.14,37.37,34.33,21.12,13.56,26.46,25.67,42.79,27.61,38.04,22.54,19.77,13.41,16.98,11.7,27.4,22.8,32.63,27.05,41.06,15.71,9.48,27.1,31.77,16.05,28.02,18.26
Turin,16.01,15.46,10.39,12.13,14.22,26.89,14.29,15.45,23.59,39.04,41.45,10.26,3.87,12.77,7.87,31.11,19.24,55.28,26.21,3.18,9.38,13.34,0.0,7.94,34.48,33.0,9.12,24.66,14.22,13.8,34.14,26.04,29.86,30.47,25.26,20.94,16.86,12.79,20.0,17.83,27.1,16.77,34.85,4.76,18.33,37.13,18.85,9.15,18.04,10.88
Venice,18.85,9.15,4.76,16.53,18.05,19.14,6.36,11.64,22.47,35.45,37.96,16.86,11.25,17.67,15.22,24.26,11.81,59.39,31.91,4.77,6.94,9.14,7.94,0.0,30.0,27.65,12.85,17.29,18.05,17.09,33.74,20.63,37.44,22.52,17.46,13.01,10.26,5.23,27.22,24.11,33.87,24.62,32.51,7.69,10.69,29.29,23.75,6.92,18.92,9.12
Riga,26.56,21.08,25.35,30.08,28.87,31.5,27.19,19.06,15.42,6.74,9.07,35.12,34.83,31.27,42.03,40.48,21.39,52.35,39.4,32.58,36.7,37.37,34.48,30.0,0.0,4.68,29.09,34.0,28.87,27.66,17.86,9.82,62.03,27.12,22.52,27.57,20.4,25.78,53.61,52.27,61.1,48.54,9.89,30.04,30.47,34.5,32.76,25.35,21.88,23.68
Vilnius,27.32,18.51,23.22,30.28,29.39,27.13,24.07,17.65,17.09,11.3,13.48,35.01,33.85,31.59,40.75,36.09,17.9,56.24,41.17,30.77,34.08,34.33,33.0,27.65,4.68,0.0,28.74,29.83,29.39,28.08,21.73,7.03,61.57,22.52,18.21,23.64,17.58,23.02,52.64,50.82,59.98,48.0,14.18,28.83,26.8,29.83,33.93,23.89,22.78,22.52
Luxembourg,6.89,15.06,11.44,3.68,5.34,30.95,17.75,11.88,15.82,32.52,34.77,6.37,6.91,4.92,14.27,36.98,20.03,46.83,19.17,10.09,17.58,21.12,9.12,12.85,29.09,28.74,0.0,29.77,5.34,4.72,25.55,22.43,32.95,32.8,26.61,24.35,16.52,15.22,24.81,24.46,32.39,19.45,27.41,5.41,23.04,40.51,10.9,7.78,9.42,7.38
Skopje,34.83,17.65,18.66,33.43,34.63,4.05,12.17,23.01,34.18,40.67,43.06,34.15,28.33,34.68,30.34,7.58,13.86,74.9,48.94,21.65,16.97,13.56,24.66,17.29,34.0,29.83,29.77,0.0,34.63,33.47,44.91,24.72,51.59,10.68,11.7,6.94,16.98,14.89,40.94,36.34,46.11,40.19,40.67,24.92,6.73,13.56,40.57,22.42,33.42,23.95
Rotterdam,2.65,18.74,16.01,2.25,0.0,35.51,22.48,14.46,14.05,31.23,33.28,7.35,11.34,2.66,18.04,41.97,23.82,41.49,14.53,15.43,22.92,26.46,14.22,18.05,28.87,29.39,5.34,34.63,0.0,1.41,22.07,23.83,33.86,36.73,30.33,28.85,20.1,19.83,27.04,27.7,34.6,20.91,25.38,10.75,27.91,44.71,6.03,12.23,7.13,11.06
Eindhoven,2.25,17.39,14.82,2.66,1.41,34.27,21.3,13.05,13.04,30.21,32.29,8.04,11.24,3.64,18.24,40.85,22.47,42.33,15.85,14.76,22.24,25.67,13.8,17.09,27.66,28.08,4.72,33.47,1.41,0.0,21.6,22.45,34.84,35.38,28.97,27.6,18.74,18.63,27.71,28.1,35.3,21.73,24.49,10.02,26.77,43.39,7.35,11.05,6.12,9.76
Oslo,19.48,27.74,29.33,24.18,22.07,43.71,34.37,22.8,11.3,14.97,15.7,29.41,32.46,24.68,39.74,52.32,31.06,34.53,26.18,33.82,40.45,42.79,34.14,33.74,17.86,21.73,25.55,44.91,22.07,21.6,0.0,21.88,55.0,41.3,35.28,37.97,28.08,31.91,49.05,49.7,56.57,42.73,8.29,29.48,39.39,49.49,22.62,26.97,16.16,24.72
Warsaw,22.09,11.53,16.19,24.4,23.83,22.68,17.39,10.87,13.78,16.18,18.66,28.78,27.09,25.78,33.85,31.62,11.6,55.41,36.79,23.75,27.15,27.61,26.04,20.63,9.82,7.03,22.43,24.72,23.83,22.45,21.88,0.0,54.96,19.48,13.8,18.04,10.68,16.11,45.81,43.84,53.1,41.4,16.18,22.0,20.73,27.61,28.95,17.0,17.9,15.79
Lisbon,36.47,45.22,40.19,32.24,33.86,54.78,43.67,44.1,47.88,65.04,67.13,26.98,27.96,31.24,22.22,56.03,49.08,58.41,31.8,32.85,34.75,38.04,29.86,37.44,62.03,61.57,32.95,51.59,33.86,34.84,55.0,54.96,0.0,59.51,54.89,49.81,46.67,42.56,10.64,15.7,8.39,13.57,59.23,33.12,46.46,65.06,32.41,38.19,40.95,39.18
Bucharest,36.15,17.99,21.53,36.15,36.73,6.67,16.17,22.76,31.95,33.82,35.98,38.36,33.57,37.56,37.44,14.41,12.92,73.98,51.22,27.29,25.02,22.54,30.47,22.52,27.12,22.52,32.8,10.68,36.73,35.38,41.3,19.48,59.51,0.0,6.55,9.7,16.66,18.03,49.0,44.97,54.89,47.08,35.46,29.07,13.22,8.37,42.73,25.03,33.42,25.72
Cluj-Napoca,29.66,11.63,15.62,29.86,30.33,8.99,11.25,16.23,25.56,29.25,31.57,32.39,28.04,31.28,32.67,17.98,6.58,67.53,44.79,22.14,21.35,19.77,25.26,17.46,22.52,18.21,26.61,11.7,30.33,28.97,35.28,13.8,54.89,6.55,0.0,6.55,10.23,12.48,44.58,41.04,50.95,42.02,29.98,23.28,10.47,14.89,36.3,18.91,26.87,19.4
Belgrade,28.75,10.94,12.92,27.9,28.85,6.67,6.79,16.31,27.3,34.16,36.59,29.42,24.22,29.24,27.75,14.41,6.92,68.36,43.34,17.76,15.45,13.41,20.94,13.01,27.57,23.64,24.35,6.94,28.85,27.6,37.97,18.04,49.81,9.7,6.55,0.0,10.13,9.13,39.31,35.38,45.31,37.44,33.82,20.05,3.96,16.35,34.87,16.66,26.92,17.87
Bratislava,19.49,1.5,6.47,19.66,20.1,16.5,6.92,6.3,17.21,26.4,28.91,22.52,18.91,21.09,24.7,24.52,3.78,58.35,34.57,14.08,16.5,16.98,16.86,10.26,20.4,17.58,16.52,16.98,20.1,18.74,28.08,10.68,46.67,16.66,10.23,10.13,0.0,5.44,36.84,34.18,43.79,33.33,24.76,13.84,11.35,24.8,26.08,9.02,17.06,9.21
Ljubljana,19.95,4.75,3.82,18.8,19.83,15.74,2.74,9.11,20.67,31.64,34.16,20.4,15.6,20.13,20.36,22.37,6.58,60.14,34.28,9.71,11.08,11.7,12.79,5.23,25.78,23.02,15.22,14.89,19.83,18.63,31.91,16.11,42.56,18.03,12.48,9.13,5.44,0.0,32.42,29.34,39.11,29.56,29.49,11.06,8.28,25.39,25.83,7.6,18.74,9.07
Madrid,29.68,35.45,30.37,25.05,27.04,44.15,33.33,35.0,40.49,57.33,59.58,19.7,18.82,24.39,12.14,45.47,38.99,58.92,29.57,22.8,24.14,27.4,20.0,27.22,53.61,52.64,24.81,40.94,27.04,27.71,49.05,45.81,10.64,49.0,44.58,39.31,36.84,32.42,0.0,5.66,7.6,6.74,52.08,23.81,35.88,54.42,27.36,28.83,33.72,30.12
Valencia,30.24,32.89,27.86,25.53,27.7,39.75,29.86,33.28,40.26,56.55,58.9,20.48,17.77,25.18,10.33,40.41,35.9,62.72,32.8,20.17,19.95,22.8,17.83,24.11,52.27,50.82,24.46,36.34,27.7,28.1,49.7,43.84,15.7,44.97,41.04,35.38,34.18,29.34,5.66,0.0,9.93,10.33,51.82,22.25,31.75,49.9,29.21,26.98,33.8,28.6
Seville,37.24,42.45,37.39,32.64,34.6,49.6,39.74,42.35,48.1,64.91,67.17,27.28,26.27,31.95,19.26,49.78,45.68,64.42,35.99,29.71,29.88,32.63,27.1,33.87,61.1,59.98,32.39,46.11,34.6,35.3,56.57,53.1,8.39,54.89,50.95,45.31,43.79,39.11,7.6,9.93,0.0,13.92,59.68,31.17,41.67,59.67,34.63,36.11,41.32,37.52
Bilbao,23.56,31.87,26.91,19.08,20.91,42.97,30.97,30.54,34.72,51.79,53.95,13.72,14.48,18.25,9.86,45.63,35.96,52.54,22.92,19.89,23.28,27.05,16.77,24.62,48.54,48.0,19.45,40.19,20.91,21.73,42.73,41.4,13.57,47.08,42.02,37.44,33.33,29.56,6.74,10.33,13.92,0.0,46.23,19.63,34.42,53.31,20.73,24.7,27.84,25.62
Stockholm,22.76,24.86,27.78,27.15,25.38,38.84,31.58,20.88,11.6,6.95,8.29,32.52,34.07,28.02,41.53,47.75,27.0,42.56,32.8,33.77,39.45,41.06,34.85,32.51,9.89,14.18,27.41,40.67,25.38,24.49,8.29,16.18,59.23,35.46,29.98,33.82,24.76,29.49,52.08,51.82,59.68,46.23,0.0,30.09,35.96,43.33,27.65,26.4,18.39,24.27
Zurich,12.07,12.35,7.66,8.99,10.75,26.48,13.27,11.19,18.84,34.39,36.78,9.38,5.16,10.04,11.99,31.95,16.85,52.24,24.24,4.76,12.22,15.71,4.76,7.69,30.04,28.83,5.41,24.92,10.75,10.02,29.48,22.0,33.12,29.07,23.28,20.05,13.84,11.06,23.81,22.25,31.17,19.63,30.09,0.0,18.24,36.39,16.19,5.08,13.48,6.37
Sarajevo,28.17,11.67,11.99,26.7,27.91,8.58,5.54,16.9,28.36,36.91,39.39,27.53,21.87,27.95,24.62,14.11,9.13,68.41,42.2,15.22,11.81,9.48,18.33,10.69,30.47,26.8,23.04,6.73,27.91,26.77,39.39,20.73,46.46,13.22,10.47,3.96,11.35,8.28,35.88,31.75,41.67,34.42,35.96,18.24,0.0,18.9,33.85,15.73,26.98,17.34
Istanbul,44.28,26.05,29.09,43.98,44.71,10.34,23.15,31.0,40.32,41.06,43.06,45.76,40.53,45.36,43.48,12.39,21.02,82.36,59.24,33.98,30.32,27.1,37.13,29.29,34.5,29.83,40.51,13.56,44.71,43.39,49.49,27.61,65.06,8.37,14.89,16.35,24.8,25.39,54.42,49.9,59.67,53.31,43.33,36.39,18.9,0.0,50.74,32.75,41.71,33.66
London,6.92,24.73,22.0,7.22,6.03,41.53,28.45,20.27,17.37,34.1,35.88,9.44,15.36,6.18,20.73,47.85,29.81,36.44,8.51,20.63,28.03,31.77,18.85,23.75,32.76,33.93,10.9,40.57,6.03,7.35,22.62,28.95,32.41,42.73,36.3,34.87,26.08,25.83,27.36,29.21,34.63,20.73,27.65,16.19,33.85,50.74,0.0,18.23,11.17,17.09
Munich,12.48,7.52,3.78,11.25,12.23,23.31,10.26,6.3,15.79,30.1,32.55,13.53,10.23,12.61,16.87,29.83,12.35,52.93,26.69,7.42,13.48,16.05,9.15,6.92,25.35,23.89,7.78,22.42,12.23,11.05,26.97,17.0,38.19,25.03,18.91,16.66,9.02,7.6,28.83,26.98,36.11,24.7,26.4,5.08,15.73,32.75,18.23,0.0,12.02,2.25
Bremen,4.68,16.01,15.29,8.76,7.13,33.48,21.47,10.76,6.93,24.11,26.18,14.13,16.33,9.71,23.68,40.99,20.8,41.48,18.9,18.04,25.13,28.02,18.04,18.92,21.88,22.78,9.42,33.42,7.13,6.12,16.16,17.9,40.95,33.42,26.87,26.92,17.06,18.74,33.72,33.8,41.32,27.84,18.39,13.48,26.98,41.71,11.17,12.02,0.0,9.94
Nuremberg,10.9,7.78,5.41,10.46,11.06,24.54,11.8,4.92,13.55,28.18,30.61,13.58,11.32,11.88,18.36,31.44,12.83,51.12,25.59,9.5,15.73,18.26,10.88,9.12,23.68,22.52,7.38,23.95,11.06,9.76,24.72,15.79,39.18,25.72,19.4,17.87,9.21,9.07,30.12,28.6,37.52,25.62,24.27,6.37,17.34,33.66,17.09,2.25,9.94,0.0
