City,Amsterdam,Vienna,Salzburg,Brussels,Antwerp,Sofia,Zagreb,Prague,Copenhagen,Tallinn,Helsinki,Paris,Lyon,Lille,Montpellier,Athens,Budapest,Reykjavik,Dublin,Milan,Rome,Naples,Turin,Venice,Riga,Vilnius,Luxembourg,Skopje,Rotterdam,Eindhoven,Oslo,Warsaw,Lisbon,Bucharest,Cluj-Napoca,Belgrade,Bratislava,Ljubljana,Madrid,Valencia,Seville,Bilbao,Stockholm,Zurich,Sarajevo,Istanbul,London,Munich,Bremen,Nuremberg
Helsinki,230.56,220.84,249.39,262.17,249.88,304.46,268.9,198.96,144.63,18.92,0.0,302.2,309.05,269.5,364.76,371.87,227.26,362.23,308.38,300.06,336.57,344.28,311.28,285.02,68.09,101.22,261.11,323.34,249.88,242.5,117.92,140.11,504.07,270.19,237.09,274.76,217.12,256.49,447.35,442.31,504.35,405.1,62.25,276.21,295.75,323.34,269.42,244.45,196.6,229.82
Paris,74.92,157.86,126.43,40.36,55.16,269.18,170.04,136.89,157.77,286.12,302.2,0.0,48.27,35.52,85.2,307.7,194.14,342.41,120.19,95.76,147.41,177.12,77.02,126.59,263.75,262.91,47.8,256.44,55.16,60.4,220.84,216.13,202.56,288.04,243.25,220.93,169.11,153.17,147.93,153.82,204.83,102.99,244.19,70.43,206.69,343.58,70.89,101.57,106.07,101.98
Lyon,101.25,130.89,94.4,68.44,85.14,228.11,131.09,121.87,169.25,291.56,309.05,48.27,0.0,71.17,56.05,262.12,163.28,388.78,168.43,50.22,99.25,129.15,29.06,84.47,261.51,254.17,51.89,212.76,85.14,84.37,243.74,203.4,209.98,252.07,210.55,181.85,142.01,117.15,141.29,133.44,197.26,108.71,255.82,38.72,164.23,304.33,115.33,76.83,122.59,84.99
Lille,39.87,147.62,122.61,10.77,20.0,269.3,170.2,119.21,124.99,253.97,269.5,35.52,71.17,0.0,118.12,314.38,185.52,319.39,107.14,108.55,164.17,192.14,95.91,132.68,234.84,237.22,36.95,260.42,20.0,27.3,185.36,193.59,234.58,282.01,234.89,219.6,158.37,151.14,183.16,189.06,239.9,137.05,210.44,75.42,209.9,340.6,46.44,94.72,72.92,89.24
Montpellier,153.56,175.07,136.89,118.69,135.49,248.81,161.18,173.68,225.26,347.12,364.76,85.2,56.05,118.12,0.0,269.38,202.06,422.89,196.64,80.28,100.91,129.75,59.12,114.27,315.57,306.03,107.16,227.79,135.49,136.93,298.42,254.15,166.87,281.13,245.29,208.4,185.47,152.86,91.14,77.55,144.6,74.03,311.87,90.05,184.88,326.48,155.64,126.66,177.83,137.86
Athens,317.54,189.39,196.0,305.32,315.13,67.5,147.46,229.7,313.17,354.51,371.87,307.7,262.12,314.38,269.38,0.0,159.76,619.2,421.51,212.28,168.98,139.6,233.58,182.14,303.96,270.99,277.69,56.93,315.13,306.73,392.87,237.43,420.76,108.2,135.0,108.2,184.14,168.01,341.46,303.41,373.82,342.62,358.52,239.9,105.95,93.06,359.34,223.99,307.76,236.11
Budapest,174.69,38.13,69.04,174.85,178.85,97.13,48.73,75.42,153.94,208.62,227.26,194.14,163.28,185.52,202.06,159.76,0.0,465.42,287.66,121.89,127.91,124.64,144.5,88.69,160.6,134.43,150.42,104.11,178.85,168.71,233.21,87.11,368.54,96.99,49.43,51.99,28.36,49.43,292.77,269.54,343.04,270.06,202.75,126.49,68.54,157.85,223.85,92.71,156.19,96.37
Reykjavik,304.45,431.18,424.42,325.41,311.58,562.03,472.18,391.0,315.82,363.74,362.23,342.41,388.78,319.39,422.89,619.2,465.42,0.0,226.7,427.15,483.23,510.26,415.13,445.94,393.13,422.28,351.67,562.43,311.58,317.85,259.28,416.08,438.6,555.55,507.09,513.32,438.12,451.58,442.45,470.99,483.71,394.55,319.55,392.27,513.73,618.42,273.62,397.46,311.5,383.84
Dublin,114.14,249.56,228.68,116.48,109.12,375.44,276.86,215.34,181.17,297.62,308.38,120.19,168.43,107.14,196.64,421.51,287.66,226.7,0.0,213.28,267.1,296.32,196.78,239.64,295.87,309.13,143.96,367.46,109.12,119.02,196.6,276.23,238.8,384.64,336.3,325.47,259.56,257.37,222.07,246.28,270.26,172.08,246.31,182.03,316.87,444.86,63.88,200.39,141.95,192.17
Milan,126.26,95.76,57.76,101.77,115.86,178.43,83.5,101.77,171.82,281.6,300.06,95.76,50.22,108.55,80.28,212.28,121.89,427.15,213.28,0.0,56.23,83.6,23.86,35.8,244.66,231.03,75.8,162.54,115.86,110.83,253.93,178.36,246.69,204.93,166.23,133.36,105.75,72.93,171.24,151.45,223.11,149.37,253.55,35.73,114.27,255.15,154.95,55.7,135.45,71.31
Rome,182.18,117.46,87.73,157.82,172.09,150.36,79.37,139.47,219.65,317.71,336.57,147.41,99.25,164.17,100.91,168.98,127.91,483.23,267.1,56.23,0.0,30.39,70.41,52.08,275.61,255.92,132.03,127.43,172.09,166.97,303.75,203.85,260.95,187.9,160.33,116.02,123.92,83.16,181.25,149.79,224.33,174.79,296.24,91.76,88.68,227.7,210.46,101.25,188.7,118.12
Naples,207.29,123.49,101.25,185.18,198.68,127.43,76.97,152.37,236.51,325.35,344.28,177.12,129.15,192.14,129.75,139.6,124.64,510.26,296.32,83.6,30.39,0.0,100.15,68.62,280.63,257.75,158.59,101.85,198.68,192.79,321.31,207.29,285.62,169.26,148.49,100.68,127.51,87.85,205.71,171.23,245.01,203.14,308.34,117.99,71.19,203.48,238.55,120.54,210.39,137.08
Turin,120.21,116.06,77.98,91.06,106.74,201.91,107.34,116.04,177.14,293.16,311.28,77.02,29.06,95.91,59.12,233.58,144.5,415.13,196.78,23.86,70.41,100.15,0.0,59.65,258.95,247.76,68.47,185.19,106.74,103.65,256.32,195.56,224.2,228.78,189.67,157.2,126.59,96.07,150.15,133.9,203.52,125.9,261.66,35.73,137.65,278.83,141.56,68.7,135.45,81.68
Venice,141.56,68.7,35.73,124.14,135.53,143.7,47.72,87.39,168.75,266.2,285.02,126.59,84.47,132.68,114.27,182.14,88.69,445.94,239.64,35.8,52.08,68.62,59.65,0.0,225.24,207.61,96.51,129.86,135.53,128.33,253.33,154.95,281.14,169.13,131.09,97.71,77.02,39.29,204.4,181.08,254.37,184.9,244.09,57.76,80.25,219.91,178.36,51.94,142.05,68.47
Riga,199.41,158.3,190.36,225.84,216.77,236.5,204.21,143.14,115.78,50.62,68.09,263.75,261.51,234.84,315.57,303.96,160.6,393.13,295.87,244.66,275.61,280.63,258.95,225.24,0.0,35.11,218.42,255.28,216.77,207.67,134.09,73.75,465.75,203.64,169.08,207.01,153.16,193.57,402.55,392.48,458.77,364.45,74.26,225.54,228.8,259.06,246.03,190.37,164.32,177.78
Vilnius,205.18,139.03,174.35,227.4,220.7,203.73,180.78,132.52,128.31,84.83,101.22,262.91,254.17,237.22,306.03,270.99,134.43,422.28,309.13,231.03,255.92,257.75,247.76,207.61,35.11,0.0,215.84,223.97,220.7,210.82,163.18,52.8,462.34,169.11,136.72,177.48,132.01,172.84,395.27,381.58,450.42,360.45,106.51,216.52,201.21,223.97,254.76,179.38,171.05,169.13
Luxembourg,51.75,113.06,85.9,27.66,40.12,232.43,133.26,89.24,118.8,244.21,261.11,47.8,51.89,36.95,107.16,277.69,150.42,351.67,143.96,75.8,132.03,158.59,68.47,96.51,218.42,215.84,0.0,223.52,40.12,35.45,191.85,168.42,247.42,246.28,199.84,182.82,124.04,114.31,186.26,183.65,243.24,146.04,205.84,40.61,172.99,304.22,81.87,58.39,70.76,55.39
Skopje,261.57,132.5,140.15,251.0,260.02,30.39,91.42,172.8,256.68,305.41,323.34,256.44,212.76,260.42,227.79,56.93,104.11,562.43,367.46,162.54,127.43,101.85,185.19,129.86,255.28,223.97,223.52,0.0,260.02,251.31,337.24,185.62,387.36,80.18,87.85,52.13,127.51,111.79,307.46,272.89,346.24,301.82,305.41,187.12,50.54,101.85,304.66,168.38,250.95,179.87
Rotterdam,19.88,140.72,120.22,16.87,0.0,266.64,168.81,108.57,105.51,234.54,249.88,55.16,85.14,20.0,135.49,315.13,178.85,311.58,109.12,115.86,172.09,198.68,106.74,135.53,216.77,220.7,40.12,260.02,0.0,10.62,165.74,178.97,254.29,275.83,227.78,216.61,150.95,148.91,203.03,207.97,259.83,157.05,190.56,80.7,209.59,335.75,45.27,91.85,53.52,83.05
Eindhoven,16.87,130.59,111.25,20.0,10.62,257.3,159.96,98.0,97.94,226.82,242.5,60.4,84.37,27.3,136.93,306.73,168.71,317.85,119.02,110.83,166.97,192.79,103.65,128.33,207.67,210.82,35.45,251.31,10.62,0.0,162.18,168.58,261.6,265.7,217.53,207.22,140.72,139.88,208.06,210.98,265.05,163.2,183.93,75.21,200.99,325.85,55.16,82.94,45.93,73.28
Oslo,146.25,208.34,220.27,181.6,165.74,328.2,258.1,171.18,84.86,112.42,117.92,220.84,243.74,185.36,298.42,392.87,233.21,259.28,196.6,253.93,303.75,321.31,256.32,253.33,134.09,163.18,191.85,337.24,165.74,162.18,0.0,164.33,413.0,310.1,264.89,285.12,210.85,239.61,368.32,373.16,424.77,320.85,62.25,221.37,295.75,371.6,169.83,202.5,121.35,185.62
Warsaw,165.89,86.55,121.56,183.22,178.97,170.29,130.61,81.6,103.45,121.52,140.11,216.13,203.4,193.59,254.15,237.43,87.11,416.08,276.23,178.36,203.85,207.29,195.56,154.95,73.75,52.8,168.42,185.62,178.97,168.58,164.33,0.0,412.72,146.24,103.63,135.47,80.21,121.0,343.99,329.21,398.73,310.85,121.52,165.23,155.64,207.29,217.41,127.63,134.42,118.54
Lisbon,273.84,339.54,301.81,242.06,254.29,411.31,327.92,331.16,359.53,488.38,504.07,202.56,209.98,234.58,166.87,420.76,368.54,438.6,238.8,246.69,260.95,285.62,224.2,281.14,465.75,462.34,247.42,387.36,254.29,261.6,413.0,412.72,0.0,446.84,412.14,374.03,350.41,319.57,79.91,117.92,62.98,101.91,444.73,248.67,348.84,488.5,243.4,286.8,307.47,294.21
Bucharest,271.43,135.11,161.65,271.43,275.83,50.08,121.46,170.88,239.92,253.97,270.19,288.04,252.07,282.01,281.13,108.2,96.99,555.55,384.64,204.93,187.9,169.26,228.78,169.13,203.64,169.11,246.28,80.18,275.83,265.7,310.1,146.24,446.84,0.0,49.19,72.82,125.12,135.4,367.91,337.71,412.2,353.55,266.26,218.3,99.25,62.89,320.84,187.96,250.97,193.14
Cluj-Napoca,222.7,87.3,117.3,224.19,227.78,67.5,84.47,121.87,191.9,219.61,237.09,243.25,210.55,234.89,245.29,135.0,49.43,507.09,336.3,166.23,160.33,148.49,189.67,131.09,169.08,136.72,199.84,87.85,227.78,217.53,264.89,103.63,412.14,49.19,0.0,49.19,76.83,93.74,334.74,308.18,382.59,315.55,225.15,174.78,78.61,111.79,272.58,142.01,201.78,145.68
Belgrade,215.88,82.16,96.99,209.53,216.61,50.08,51.01,122.47,204.98,256.47,274.76,220.93,181.85,219.6,208.4,108.2,51.99,513.32,325.47,133.36,116.02,100.68,157.2,97.71,207.01,177.48,182.82,52.13,216.61,207.22,285.12,135.47,374.03,72.82,49.19,0.0,76.1,68.53,295.18,265.69,340.24,281.13,253.97,150.55,29.73,122.8,261.82,125.12,202.12,134.19
Bratislava,146.38,11.29,48.62,147.62,150.95,123.92,51.94,47.34,129.2,198.22,217.12,169.11,142.01,158.37,185.47,184.14,28.36,438.12,259.56,105.75,123.92,127.51,126.59,77.02,153.16,132.01,124.04,127.51,150.95,140.72,210.85,80.21,350.41,125.12,76.83,76.1,0.0,40.85,276.61,256.68,328.85,250.28,185.89,103.92,85.2,186.21,195.81,67.73,128.09,69.16
Ljubljana,149.78,35.66,28.71,141.17,148.91,118.17,20.61,68.44,155.21,237.57,256.49,153.17,117.15,151.14,152.86,168.01,49.43,451.58,257.37,72.93,83.16,87.85,96.07,39.29,193.57,172.84,114.31,111.79,148.91,139.88,239.61,121.0,319.57,135.4,93.74,68.53,40.85,0.0,243.41,220.31,293.65,221.96,221.47,83.01,62.17,190.65,193.94,57.07,140.7,68.14
Madrid,222.84,266.18,228.07,188.09,203.03,331.56,250.28,262.78,304.07,430.47,447.35,147.93,141.29,183.16,91.14,341.46,292.77,442.45,222.07,171.24,181.25,205.71,150.15,204.4,402.55,395.27,186.26,307.46,203.03,208.06,368.32,343.99,79.91,367.91,334.74,295.18,276.61,243.41,0.0,42.49,57.1,50.62,391.06,178.77,269.45,408.66,205.48,216.47,253.22,226.19
Valencia,227.07,247.01,209.2,191.69,207.97,298.5,224.2,249.88,302.29,424.65,442.31,153.82,133.44,189.06,77.55,303.41,269.54,470.99,246.28,151.45,149.79,171.23,133.9,181.08,392.48,381.58,183.65,272.89,207.97,210.98,373.16,329.21,117.92,337.71,308.18,265.69,256.68,220.31,42.49,0.0,74.55,77.55,389.12,167.06,238.44,374.67,219.37,202.56,253.8,214.73
Seville,279.67,318.79,280.76,245.06,259.83,372.43,298.37,317.99,361.16,487.39,504.35,204.83,197.26,239.9,144.6,373.82,343.04,483.71,270.26,223.11,224.33,245.01,203.52,254.37,458.77,450.42,243.24,346.24,259.83,265.05,424.77,398.73,62.98,412.2,382.59,340.24,328.85,293.65,57.1,74.55,0.0,104.49,448.16,234.03,312.9,448.09,260.02,271.17,310.29,281.72
Bilbao,176.91,239.28,202.06,143.27,157.05,322.63,232.54,229.32,260.72,388.86,405.1,102.99,108.71,137.05,74.03,342.62,270.06,394.55,172.08,149.37,174.79,203.14,125.9,184.9,364.45,360.45,146.04,301.82,157.05,163.2,320.85,310.85,101.91,353.55,315.55,281.13,250.28,221.96,50.62,77.55,104.49,0.0,347.12,147.41,258.49,400.28,155.64,185.47,209.03,192.38
Stockholm,170.88,186.69,208.62,203.86,190.56,291.65,237.13,156.78,87.09,52.21,62.25,244.19,255.82,210.44,311.87,358.52,202.75,319.55,246.31,253.55,296.24,308.34,261.66,244.09,74.26,106.51,205.84,305.41,190.56,183.93,62.25,121.52,444.73,266.26,225.15,253.97,185.89,221.47,391.06,389.12,448.16,347.12,0.0,225.98,270.0,325.35,207.65,198.22,138.13,182.24
Zurich,90.6,92.73,57.53,67.53,80.7,198.81,99.61,84.0,141.44,258.25,276.21,70.43,38.72,75.42,90.05,239.9,126.49,392.27,182.03,35.73,91.76,117.99,35.73,57.76,225.54,216.52,40.61,187.12,80.7,75.21,221.37,165.23,248.67,218.3,174.78,150.55,103.92,83.01,178.77,167.06,234.03,147.41,225.98,0.0,136.94,273.23,121.56,38.13,101.22,47.81
Sarajevo,211.55,87.62,90.05,200.47,209.59,64.44,41.57,126.89,212.92,277.14,295.75,206.69,164.23,209.9,184.88,105.95,68.54,513.73,316.87,114.27,88.68,71.19,137.65,80.25,228.8,201.21,172.99,50.54,209.59,200.99,295.75,155.64,348.84,99.25,78.61,29.73,85.2,62.17,269.45,238.44,312.9,258.49,270.0,136.94,0.0,141.9,254.15,118.12,202.62,130.21
Istanbul,332.48,195.62,218.46,330.23,335.75,77.67,173.8,232.78,302.73,308.34,323.34,343.58,304.33,340.6,326.48,93.06,157.85,618.42,444.86,255.15,227.7,203.48,278.83,219.91,259.06,223.97,304.22,101.85,335.75,325.85,371.6,207.29,488.5,62.89,111.79,122.8,186.21,190.65,408.66,374.67,448.09,400.28,325.35,273.23,141.9,0.0,380.97,245.91,313.23,252.72
London,51.94,185.73,165.23,54.24,45.27,311.84,213.66,152.2,130.44,256.07,269.42,70.89,115.33,46.44,155.64,359.34,223.85,273.62,63.88,154.95,210.46,238.55,141.56,178.36,246.03,254.76,81.87,304.66,45.27,55.16,169.83,217.41,243.4,320.84,272.58,261.82,195.81,193.94,205.48,219.37,260.02,155.64,207.65,121.56,254.15,380.97,0.0,136.88,83.85,128.3
Munich,93.7,56.45,28.36,84.48,91.85,175.05,77.02,47.34,118.59,226.05,244.45,101.57,76.83,94.72,126.66,223.99,92.71,397.46,200.39,55.7,101.25,120.54,68.7,51.94,190.37,179.38,58.39,168.38,91.85,82.94,202.5,127.63,286.8,187.96,142.01,125.12,67.73,57.07,216.47,202.56,271.17,185.47,198.22,38.13,118.12,245.91,136.88,0.0,90.29,16.87
Bremen,35.13,120.19,114.79,65.77,53.52,251.39,161.24,80.8,52.07,181.07,196.6,106.07,122.59,72.92,177.83,307.76,156.19,311.5,141.95,135.45,188.7,210.39,135.45,142.05,164.32,171.05,70.76,250.95,53.52,45.93,121.35,134.42,307.47,250.97,201.78,202.12,128.09,140.7,253.22,253.8,310.29,209.03,138.13,101.22,202.62,313.23,83.85,90.29,0.0,74.62
Nuremberg,81.87,58.39,40.61,78.52,83.05,184.28,88.63,36.95,101.78,211.6,229.82,101.98,84.99,89.24,137.86,236.11,96.37,383.84,192.17,71.31,118.12,137.08,81.68,68.47,177.78,169.13,55.39,179.87,83.05,73.28,185.62,118.54,294.21,193.14,145.68,134.19,69.16,68.14,226.19,214.73,281.72,192.38,182.24,47.81,130.21,252.72,128.3,16.87,74.62,0.0
