City,Amsterdam,Vienna,Salzburg,Brussels,Antwerp,Sofia,Zagreb,Prague,Copenhagen,Tallinn,Helsinki,Paris,Lyon,Lille,Montpellier,Athens,Budapest,Reykjavik,Dublin,Milan,Rome,Naples,Turin,Venice,Riga,Vilnius,Luxembourg,Skopje,Rotterdam,Eindhoven,Oslo,Warsaw,Lisbon,Bucharest,Cluj-Napoca,Belgrade,Bratislava,Ljubljana,Madrid,Valencia,Seville,Bilbao,Stockholm,Zurich,Sarajevo,Istanbul,London,Munich,Bremen,Nuremberg
Helsinki,256.64,245.82,277.6,291.84,278.15,338.9,299.33,221.47,160.99,21.06,0.0,336.39,344.01,299.99,406.03,413.94,252.98,403.21,343.27,334.0,374.65,383.23,346.49,317.26,75.79,112.68,290.65,359.93,278.15,269.93,131.26,155.96,561.1,300.76,263.92,305.84,241.69,285.51,497.96,492.35,561.41,450.94,69.29,307.46,329.22,359.93,299.9,272.1,218.84,255.82
Paris,83.39,175.72,140.73,44.93,61.4,299.64,189.28,152.37,175.62,318.49,336.39,0.0,53.74,39.54,94.84,342.51,216.11,381.15,133.79,106.59,164.09,197.16,85.73,140.91,293.59,292.66,53.2,285.45,61.4,67.23,245.82,240.58,225.48,320.63,270.77,245.93,188.24,170.5,164.67,171.22,228.0,114.64,271.81,78.4,230.07,382.46,78.91,113.06,118.07,113.51
Lyon,112.7,145.7,105.08,76.18,94.77,253.92,145.92,135.66,188.39,324.54,344.01,53.74,0.0,79.22,62.39,291.77,181.75,432.77,187.48,55.91,110.48,143.76,32.34,94.02,291.1,282.93,57.76,236.83,94.77,93.92,271.31,226.41,233.73,280.59,234.37,202.43,158.07,130.4,157.27,148.53,219.58,121.01,284.76,43.1,182.81,338.76,128.38,85.52,136.46,94.6
Lille,44.38,164.32,136.49,11.99,22.26,299.77,189.46,132.7,139.13,282.7,299.99,39.54,79.22,0.0,131.49,349.95,206.51,355.52,119.26,120.83,182.74,213.88,106.76,147.69,261.41,264.06,41.13,289.88,22.26,30.39,206.33,215.49,261.12,313.91,261.46,244.44,176.29,168.24,203.88,210.45,267.05,152.55,234.25,83.96,233.65,379.13,51.69,105.44,81.17,99.33
Montpellier,170.93,194.87,152.37,132.12,150.81,276.96,179.42,193.33,250.74,386.39,406.03,94.84,62.39,131.49,0.0,299.85,224.92,470.74,218.89,89.36,112.33,144.43,65.81,127.2,351.28,340.65,119.28,253.56,150.81,152.43,332.18,282.9,185.75,312.93,273.04,231.98,206.45,170.16,101.45,86.32,160.96,82.41,347.16,100.24,205.79,363.42,173.25,140.99,197.95,153.45
Athens,353.47,210.81,218.17,339.87,350.79,75.14,164.14,255.69,348.6,394.62,413.94,342.51,291.77,349.95,299.85,0.0,177.84,689.26,469.2,236.3,188.09,155.4,260.0,202.75,338.35,301.65,309.11,63.37,350.79,341.44,437.32,264.29,468.37,120.44,150.27,120.44,204.97,187.01,380.09,337.74,416.12,381.38,399.08,267.04,117.94,103.59,399.99,249.33,342.58,262.83
Budapest,194.45,42.45,76.85,194.63,199.09,108.12,54.25,83.96,171.35,232.23,252.98,216.11,181.75,206.51,224.92,177.84,0.0,518.08,320.2,135.68,142.38,138.74,160.85,98.72,178.77,149.64,167.43,115.89,199.09,187.8,259.59,96.97,410.24,107.96,55.02,57.87,31.57,55.02,325.89,300.04,381.85,300.61,225.69,140.8,76.3,175.71,249.17,103.2,173.86,107.28
Reykjavik,338.89,479.97,472.44,362.23,346.83,625.62,525.61,435.24,351.55,404.89,403.21,381.15,432.77,355.52,470.74,689.26,518.08,0.0,252.35,475.47,537.9,567.99,462.09,496.39,437.61,470.05,391.46,626.06,346.83,353.81,288.61,463.15,488.22,618.4,564.46,571.4,487.69,502.67,492.51,524.27,538.44,439.18,355.7,436.65,571.85,688.39,304.58,442.43,346.74,427.27
Dublin,127.05,277.8,254.55,129.65,121.46,417.91,308.18,239.7,201.67,331.3,343.27,133.79,187.48,119.26,218.89,469.2,320.2,252.35,0.0,237.41,297.31,329.85,219.04,266.76,329.34,344.1,160.24,409.04,121.46,132.49,218.84,307.49,265.81,428.16,374.35,362.29,288.92,286.49,247.2,274.14,300.83,191.54,274.18,202.62,352.73,495.19,71.11,223.06,158.01,213.92
Milan,140.54,106.59,64.3,113.29,128.97,198.61,92.95,113.29,191.26,313.46,334.0,106.59,55.91,120.83,89.36,236.3,135.68,475.47,237.41,0.0,62.59,93.06,26.56,39.84,272.34,257.17,84.38,180.93,128.97,123.36,282.66,198.54,274.6,228.11,185.04,148.45,117.71,81.18,190.61,168.59,248.35,166.27,282.24,39.77,127.2,284.02,172.48,62.0,150.77,79.38
Rome,202.79,130.75,97.66,175.68,191.56,167.37,88.35,155.25,244.5,353.66,374.65,164.09,110.48,182.74,112.33,188.09,142.38,537.9,297.31,62.59,0.0,33.83,78.38,57.97,306.8,284.88,146.97,141.85,191.56,185.86,338.11,226.91,290.47,209.16,178.47,129.14,137.94,92.57,201.75,166.73,249.71,194.57,329.75,102.14,98.72,253.46,234.28,112.7,210.05,131.49
Naples,230.74,137.47,112.7,206.13,221.16,141.85,85.68,169.61,263.27,362.16,383.23,197.16,143.76,213.88,144.43,155.4,138.74,567.99,329.85,93.06,33.83,0.0,111.48,76.38,312.38,286.91,176.54,113.37,221.16,214.61,357.66,230.74,317.94,188.41,165.29,112.08,141.94,97.79,228.99,190.61,272.73,226.13,343.23,131.34,79.25,226.51,265.53,134.18,234.19,152.59
Turin,133.81,129.19,86.81,101.36,118.82,224.76,119.48,129.17,197.18,326.33,346.49,85.73,32.34,106.76,65.81,260.0,160.85,462.09,219.04,26.56,78.38,111.48,0.0,66.4,288.24,275.79,76.22,206.15,118.82,115.38,285.32,217.68,249.57,254.66,211.13,174.99,140.91,106.94,167.14,149.05,226.55,140.14,291.26,39.77,153.22,310.37,157.57,76.47,150.77,90.92
Venice,157.57,76.47,39.77,138.18,150.87,159.96,53.12,97.28,187.84,296.32,317.26,140.91,94.02,147.69,127.2,202.75,98.72,496.39,266.76,39.84,57.97,76.38,66.4,0.0,250.73,231.09,107.42,144.55,150.87,142.85,281.99,172.48,312.94,188.27,145.92,108.77,85.73,43.73,227.52,201.57,283.14,205.82,271.71,64.3,89.32,244.79,198.54,57.82,158.12,76.22
Riga,221.97,176.21,211.89,251.39,241.3,263.26,227.31,159.34,128.88,56.35,75.79,293.59,291.1,261.41,351.28,338.35,178.77,437.61,329.34,272.34,306.8,312.38,288.24,250.73,0.0,39.08,243.14,284.16,241.3,231.16,149.26,82.09,518.45,226.67,188.21,230.43,170.49,215.47,448.09,436.89,510.67,405.68,82.66,251.06,254.69,288.36,273.86,211.91,182.91,197.89
Vilnius,228.4,154.76,194.07,253.13,245.67,226.78,201.23,147.51,142.83,94.43,112.68,292.66,282.93,264.06,340.65,301.65,149.64,470.05,344.1,257.17,284.88,286.91,275.79,231.09,39.08,0.0,240.26,249.31,245.67,234.67,181.64,58.77,514.65,188.24,152.18,197.56,146.94,192.39,439.99,424.75,501.38,401.23,118.56,241.02,223.98,249.31,283.59,199.67,190.41,188.26
Luxembourg,57.6,125.85,95.62,30.79,44.66,258.73,148.34,99.33,132.24,271.84,290.65,53.2,57.76,41.13,119.28,309.11,167.43,391.46,160.24,84.38,146.97,176.54,76.22,107.42,243.14,240.26,0.0,248.81,44.66,39.46,213.55,187.48,275.42,274.14,222.45,203.5,138.07,127.25,207.34,204.43,270.76,162.56,229.13,45.2,192.56,338.63,91.14,64.99,78.76,61.66
Skopje,291.17,147.49,156.01,279.4,289.44,33.83,101.76,192.35,285.73,339.96,359.93,285.45,236.83,289.88,253.56,63.37,115.89,626.06,409.04,180.93,141.85,113.37,206.15,144.55,284.16,249.31,248.81,0.0,289.44,279.75,375.39,206.63,431.19,89.25,97.79,58.03,141.94,124.44,342.24,303.76,385.41,335.97,339.96,208.3,56.25,113.37,339.13,187.43,279.34,200.22
Rotterdam,22.13,156.64,133.82,18.78,0.0,296.81,187.9,120.85,117.45,261.08,278.15,61.4,94.77,22.26,150.81,350.79,199.09,346.83,121.46,128.97,191.56,221.16,118.82,150.87,241.3,245.67,44.66,289.44,0.0,11.82,184.5,199.21,283.06,307.03,253.55,241.12,168.03,165.76,226.0,231.5,289.23,174.81,212.12,89.83,233.3,373.74,50.4,102.25,59.58,92.44
Eindhoven,18.78,145.36,123.84,22.26,11.82,286.41,178.05,109.09,109.02,252.48,269.93,67.23,93.92,30.39,152.43,341.44,187.8,353.81,132.49,123.36,185.86,214.61,115.38,142.85,231.16,234.67,39.46,279.75,11.82,0.0,180.53,187.65,291.2,295.76,242.14,230.66,156.64,155.7,231.6,234.85,295.04,181.66,204.74,83.72,223.73,362.71,61.4,92.33,51.13,81.57
Oslo,162.8,231.91,245.19,202.15,184.5,365.34,287.3,190.55,94.46,125.14,131.26,245.82,271.31,206.33,332.18,437.32,259.59,288.61,218.84,282.66,338.11,357.66,285.32,281.99,149.26,181.64,213.55,375.39,184.5,180.53,0.0,182.92,459.73,345.18,294.86,317.38,234.71,266.72,409.99,415.38,472.83,357.15,69.29,246.42,329.22,413.64,189.05,225.41,135.08,206.63
Warsaw,184.66,96.34,135.31,203.95,199.21,189.56,145.39,90.83,115.15,135.27,155.96,240.58,226.41,215.49,282.9,264.29,96.97,463.15,307.49,198.54,226.91,230.74,217.68,172.48,82.09,58.77,187.48,206.63,199.21,187.65,182.92,0.0,459.41,162.79,115.36,150.79,89.29,134.69,382.91,366.45,443.84,346.02,135.27,183.92,173.25,230.74,242.01,142.07,149.63,131.96
Lisbon,304.83,377.96,335.96,269.45,283.06,457.84,365.02,368.62,400.21,543.63,561.1,225.48,233.73,261.12,185.75,468.37,410.24,488.22,265.81,274.6,290.47,317.94,249.57,312.94,518.45,514.65,275.42,431.19,283.06,291.2,459.73,459.41,0.0,497.39,458.77,416.35,390.06,355.72,88.95,131.26,70.11,113.44,495.04,276.8,388.31,543.77,270.94,319.25,342.26,327.49
Bucharest,302.14,150.4,179.94,302.14,307.03,55.75,135.2,190.21,267.06,282.7,300.76,320.63,280.59,313.91,312.93,120.44,107.96,618.4,428.16,228.11,209.16,188.41,254.66,188.27,226.67,188.24,274.14,89.25,307.03,295.76,345.18,162.79,497.39,0.0,54.76,81.06,139.28,150.72,409.53,375.92,458.84,393.55,296.38,243.0,110.48,70.0,357.14,209.23,279.36,214.99
Cluj-Napoca,247.9,97.18,130.57,249.56,253.55,75.14,94.02,135.66,213.61,244.45,263.92,270.77,234.37,261.46,273.04,150.27,55.02,564.46,374.35,185.04,178.47,165.29,211.13,145.92,188.21,152.18,222.45,97.79,253.55,242.14,294.86,115.36,458.77,54.76,0.0,54.76,85.52,104.34,372.61,343.05,425.87,351.26,250.62,194.56,87.51,124.44,303.41,158.07,224.61,162.16
Belgrade,240.3,91.46,107.96,233.24,241.12,55.75,56.78,136.32,228.17,285.49,305.84,245.93,202.43,244.44,231.98,120.44,57.87,571.4,362.29,148.45,129.14,112.08,174.99,108.77,230.43,197.56,203.5,58.03,241.12,230.66,317.38,150.79,416.35,81.06,54.76,0.0,84.71,76.28,328.57,295.75,378.73,312.93,282.7,167.58,33.1,136.69,291.44,139.28,224.99,149.37
Bratislava,162.94,12.57,54.12,164.32,168.03,137.94,57.82,52.7,143.81,220.65,241.69,188.24,158.07,176.29,206.45,204.97,31.57,487.69,288.92,117.71,137.94,141.94,140.91,85.73,170.49,146.94,138.07,141.94,168.03,156.64,234.71,89.29,390.06,139.28,85.52,84.71,0.0,45.47,307.9,285.72,366.05,278.6,206.92,115.68,94.84,207.28,217.96,75.4,142.59,76.98
Ljubljana,166.73,39.69,31.96,157.14,165.76,131.54,22.94,76.18,172.77,264.44,285.51,170.5,130.4,168.24,170.16,187.01,55.02,502.67,286.49,81.18,92.57,97.79,106.94,43.73,215.47,192.39,127.25,124.44,165.76,155.7,266.72,134.69,355.72,150.72,104.34,76.28,45.47,0.0,270.95,245.24,326.88,247.08,246.53,92.41,69.21,212.22,215.89,63.53,156.62,75.85
Madrid,248.05,296.3,253.87,209.37,226.0,369.07,278.59,292.51,338.47,479.17,497.96,164.67,157.27,203.88,101.45,380.09,325.89,492.51,247.2,190.61,201.75,228.99,167.14,227.52,448.09,439.99,207.34,342.24,226.0,231.6,409.99,382.91,88.95,409.53,372.61,328.57,307.9,270.95,0.0,47.3,63.56,56.35,435.31,199.0,299.94,454.9,228.73,240.96,281.87,251.78
Valencia,252.76,274.95,232.87,213.38,231.5,332.28,249.57,278.15,336.49,472.7,492.35,171.22,148.53,210.45,86.32,337.74,300.04,524.27,274.14,168.59,166.73,190.61,149.05,201.57,436.89,424.75,204.43,303.76,231.5,234.85,415.38,366.45,131.26,375.92,343.05,295.75,285.72,245.24,47.3,0.0,82.98,86.32,433.14,185.96,265.41,417.06,244.19,225.48,282.52,239.02
Seville,311.31,354.86,312.52,272.79,289.23,414.57,332.13,353.97,402.03,542.53,561.41,228.0,219.58,267.05,160.96,416.12,381.85,538.44,300.83,248.35,249.71,272.73,226.55,283.14,510.67,501.38,270.76,385.41,289.23,295.04,472.83,443.84,70.11,458.84,425.87,378.73,366.05,326.88,63.56,82.98,0.0,116.31,498.86,260.51,348.3,498.78,289.44,301.86,345.4,313.59
Bilbao,196.93,266.35,224.92,159.47,174.81,359.13,258.85,255.26,290.22,432.86,450.94,114.64,121.01,152.55,82.41,381.38,300.61,439.18,191.54,166.27,194.57,226.13,140.14,205.82,405.68,401.23,162.56,335.97,174.81,181.66,357.15,346.02,113.44,393.55,351.26,312.93,278.6,247.08,56.35,86.32,116.31,0.0,386.39,164.09,287.74,445.57,173.25,206.45,232.68,214.15
Stockholm,190.21,207.81,232.23,226.92,212.12,324.65,263.96,174.52,96.95,58.11,69.29,271.81,284.76,234.25,347.16,399.08,225.69,355.7,274.18,282.24,329.75,343.23,291.26,271.71,82.66,118.56,229.13,339.96,212.12,204.74,69.29,135.27,495.04,296.38,250.62,282.7,206.92,246.53,435.31,433.14,498.86,386.39,0.0,251.54,300.55,362.16,231.14,220.65,153.75,202.86
Zurich,100.85,103.22,64.04,75.17,89.83,221.3,110.88,93.51,157.44,287.47,307.46,78.4,43.1,83.96,100.24,267.04,140.8,436.65,202.62,39.77,102.14,131.34,39.77,64.3,251.06,241.02,45.2,208.3,89.83,83.72,246.42,183.92,276.8,243.0,194.56,167.58,115.68,92.41,199.0,185.96,260.51,164.09,251.54,0.0,152.44,304.14,135.31,42.45,112.68,53.22
Sarajevo,235.49,97.53,100.24,223.15,233.3,71.74,46.27,141.24,237.01,308.5,329.22,230.07,182.81,233.65,205.79,117.94,76.3,571.85,352.73,127.2,98.72,79.25,153.22,89.32,254.69,223.98,192.56,56.25,233.3,223.73,329.22,173.25,388.31,110.48,87.51,33.1,94.84,69.21,299.94,265.41,348.3,287.74,300.55,152.44,0.0,157.95,282.9,131.48,225.55,144.94
Istanbul,370.09,217.75,243.17,367.59,373.74,86.46,193.47,259.11,336.98,343.23,359.93,382.46,338.76,379.13,363.42,103.59,175.71,688.39,495.19,284.02,253.46,226.51,310.37,244.79,288.36,249.31,338.63,113.37,373.74,362.71,413.64,230.74,543.77,70.0,124.44,136.69,207.28,212.22,454.9,417.06,498.78,445.57,362.16,304.14,157.95,0.0,424.07,273.73,348.67,281.31
London,57.81,206.75,183.92,60.38,50.4,347.12,237.84,169.42,145.2,285.04,299.9,78.91,128.38,51.69,173.25,399.99,249.17,304.58,71.11,172.48,234.28,265.53,157.57,198.54,273.86,283.59,91.14,339.13,50.4,61.4,189.05,242.01,270.94,357.14,303.41,291.44,217.96,215.89,228.73,244.19,289.44,173.25,231.14,135.31,282.9,424.07,0.0,152.37,93.34,142.82
Munich,104.31,62.83,31.57,94.04,102.25,194.85,85.73,52.7,132.0,251.62,272.1,113.06,85.52,105.44,140.99,249.33,103.2,442.43,223.06,62.0,112.7,134.18,76.47,57.82,211.91,199.67,64.99,187.43,102.25,92.33,225.41,142.07,319.25,209.23,158.07,139.28,75.4,63.53,240.96,225.48,301.86,206.45,220.65,42.45,131.48,273.73,152.37,0.0,100.51,18.78
Bremen,39.11,133.79,127.78,73.21,59.58,279.83,179.48,89.94,57.97,201.56,218.84,118.07,136.46,81.17,197.95,342.58,173.86,346.74,158.01,150.77,210.05,234.19,150.77,158.12,182.91,190.41,78.76,279.34,59.58,51.13,135.08,149.63,342.26,279.36,224.61,224.99,142.59,156.62,281.87,282.52,345.4,232.68,153.75,112.68,225.55,348.67,93.34,100.51,0.0,83.07
Nuremberg,91.14,64.99,45.2,87.4,92.44,205.13,98.66,41.13,113.29,235.54,255.82,113.51,94.6,99.33,153.45,262.83,107.28,427.27,213.92,79.38,131.49,152.59,90.92,76.22,197.89,188.26,61.66,200.22,92.44,81.57,206.63,131.96,327.49,214.99,162.16,149.37,76.98,75.85,251.78,239.02,313.59,214.15,202.86,53.22,144.94,281.31,142.82,18.78,83.07,0.0
